310.0,C1.DAT
313.0,C2.DAT
316.0,C3.DAT
317.0,C4.DAT
317.8,C5.DAT
318.6,C6.DAT
319.6,C7.DAT
320.6,C8.DAT
321.6,C9.DAT
322.6,C10.DAT
323.6,C11.DAT
324.6,C12.DAT
